SITIO;PROYECTADO;NOMBRE;NOMBRE ZONA;NOMBRE SALA;Filas Nombre;DISPOSITIVO;Dispositivo ID;IP;Estado;MARCA;MODELO;Clase;Agrupador;Función;Contexto;Parent;Vigencia Baja;Vigencia Fecha Desde Date;Vigencia Fecha Hasta Date;Fecha Foto Date;Assettag;Fecha Carga Date;Fecha Instalación Date;Fecha Ultima Modificación Date;Fecha Descubrimiento Date;Fecha Auditoría Date;CLASIFICACION EDIFICIO;PROVINCIA;REGION;SUB REGION
BLO;ARCCBEL;BELGRANO;2° piso Sala de Racks;;;ARCCBEL_SRG0201_AIW_6;407203;10.217.2.8;Operativo;APC;ACRC 103 5.0;IN ROW CW;REFRIGERACION AGUA HELADA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5d8b4406dd9e0;2016-09-26;2016-09-26;2023-08-25;;2021-02-04;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;11 CAPITAL NORTE
BLO;ARCCBEL;BELGRANO;2° piso Sala de Racks;;;ARCCBEL_SRG0201_AIW_7;407210;10.217.2.9;Operativo;APC;ACRC 103 5.0;IN ROW CW;REFRIGERACION AGUA HELADA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5d8b44071f9fc;2016-09-26;2016-09-26;2023-08-25;;2021-02-04;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;11 CAPITAL NORTE
BLO;ARCCBEL;BELGRANO;AZ Zona MEL;;;ARCCBLO_AZO0501_CHI_3;406629;10.217.2.43;Operativo;Uniflair;BREC 2202 A;MAQUINA ENFRIADORA CONDENSADA POR AIRE;MAQUINA ENFRIADORA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5d8b43ababc87;2012-04-16;2012-04-16;2022-07-14;;2021-04-27;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;11 CAPITAL NORTE
BLO;ARCCBEL;BELGRANO;AZ Zona MEL;;;ARCCBLO_AZO0501_CHI_4;1173291;10.217.2.44;Operativo;Uniflair;BREC 2202 A;MAQUINA ENFRIADORA CONDENSADA POR AIRE;MAQUINA ENFRIADORA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62c83dd384caa337199635;2022-07-08;2022-07-08;2022-07-14;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;11 CAPITAL NORTE
BMO;ARTTBMO;VILLA MARIANO MORENO;SALA DE FUERZA;;;ARTTBMO_SEA0001_REC_REC1_A1;1142093;10.217.11.186;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62aa3f683d3bd035362425;1900-01-02;2022-06-15;2024-08-05;;2022-06-15;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SRG0101 - Sala de Equipos Datacenter - Globalstar;;;ARXXBQE_AKCP-SPX+;1480122;10.217.40.98;Operativo;AKCP;SPX-U-M4A-S-POE;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-10-10;9999-01-02;2024-11-27;6707d72d5b444157312318;2024-10-10;2024-10-01;2024-10-10;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SEA0001 - Sala de UPS (Energia);;;ARXXBQE_SEA0001_UPS-1A;1478179;10.217.40.99;Operativo;LIEBERT;NXR 120;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2024-10-02;9999-01-02;2024-11-27;66fd91d179d51159583393;2024-10-02;2024-10-02;2024-11-18;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SEA0001 - Sala de UPS (Energia);;;ARXXBQE_SEA0001_UPS-1B;1478182;10.217.40.102;Operativo;LIEBERT;NXR 120;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2024-10-02;9999-01-02;2024-11-27;66fd9287bee13586048976;2024-10-02;2024-10-02;2024-11-18;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SEA0001 - Sala de UPS (Energia);;;ARXXBQE_SEA0001_UPS-2A;1478029;10.217.40.100;Operativo;LIEBERT;NXR 120;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2024-10-02;9999-01-02;2024-11-27;66fd2ddbdb8fa558930400;2024-10-02;2024-10-02;2024-11-18;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SEA0001 - Sala de UPS (Energia);;;ARXXBQE_SEA0001_UPS-2B;1478183;10.217.40.103;Operativo;LIEBERT;NXR 120;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2024-10-02;9999-01-02;2024-11-27;66fd92d10d006751618911;2024-10-02;2024-10-02;2024-11-18;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SEA0001 - Sala de UPS (Energia);;;ARXXBQE_SEA0001_UPS-3A;1478180;10.217.40.101;Operativo;LIEBERT;NXR 120;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2024-10-02;9999-01-02;2024-11-27;66fd9221b11f5350526848;2024-10-02;2024-10-02;2024-11-18;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SEA0001 - Sala de UPS (Energia);;;ARXXBQE_SEA0001_UPS-3B;1478184;10.217.40.104;Operativo;LIEBERT;NXR 120;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2024-10-02;9999-01-02;2024-11-27;66fd931767d57025668142;2024-10-02;2024-10-02;2024-11-18;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SAA0001 - Planta Tecnica Sala Internacional A;;;ARXXBQE_SGR0001_REC_REC2;1188327;10.217.40.106;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62fe4717e82b3931079134;1900-01-02;2022-08-18;2024-10-23;;2022-08-18;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BQE;ARXXBQE;ESTACION TERRENA BOSQUE ALEGRE;SAA0003 - Planta Tecnica de Sala Nacional (BLE-04);;;ARXXBQE_SGR0002_REC_REC1_A1;1188304;10.217.40.107;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62fe427093389305831317;1900-01-02;2022-08-18;2024-10-10;;2022-08-18;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BRA;ARBBBRA;BRAGADO;Sala Racks - PB;;;ARBBBRA_SEA0001_TTA_A1_EXE_1;682362;10.100.189.67;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fe0b3e45183d;2020-12-21;2020-12-21;2023-11-29;;2022-10-06;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
BRA;ARBBBRA;BRAGADO;Sala Racks - PB;;;ARBBBRA_SEA0001_UPS_A1;128938;10.100.189.70;Operativo;Emerson;LIEBERT NXA. 40KVA;UPS MONOLITICAS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b458dd200;2017-08-23;2017-08-23;2023-12-05;;2021-06-30;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
BRA;ARBBBRA;BRAGADO;Sala Racks - PB;;;ARBBBRA_SGR0001_REC_1_AF01;1189484;10.100.189.71;Operativo;EATON;APS6-300-500 12 kW - Mod 2000 W;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6304b75ec7601473437178;2022-08-23;2022-08-23;2024-08-02;;2022-08-23;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
BRA;ARBBBRA;BRAGADO;Sala Racks - PB;;Fila AF;ARBBBRA_SOB0001_AKC_1;396303;10.100.189.66;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5d6d364512e55;2019-09-02;2019-09-02;2023-11-29;2020-11-20;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
BRA;ARBBBRA;BRAGADO;Shelter Objetivo - PB;;SISTEMA AA VRV;ARBBBRA_SRG0001_VMC_1;1248847;10.100.189.72;Operativo;MITSUBISHI;AE-200A;VRV MODULO CONTROLADOR;REFRIGERACION EXPANSION DIRECTA VRV;CLIMATIZACION;ENTORNO DE RED;0;0;2023-01-30;9999-01-02;2024-11-27;63d82203bd52e621982243;2023-01-30;2017-03-23;2023-10-20;;2023-04-04;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
BRC;ARRRBRC;BARILOCHE CENTRO;Shelter_objetivo;;;ARRRBRC_SOB0001_UPS_A;139498;10.217.43.5;Operativo;Emerson;LIEBERT NXA. 30KVA;UPS MONOLITICAS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b45f5d9d2;1969-12-31;2020-07-20;2024-10-28;;2021-06-30;EDIFICIO HUB;RIO NEGRO;4 PBA Y PATAGONIA;45 PATAGONIA
BRS;ARTTBAN;BANDA DEL RIO SALI;SALA DE FUERZA;;;ARTTBAN_SALA_DE_FUERZA_REC_REC1;1141408;10.217.42.234;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62a77da070e25796442766;2022-06-13;2022-06-13;2024-08-30;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala de Rectificadores;;;ARTTBUA_SEA0001_PCC_1;1223919;10.217.13.85;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 2800 A SIN DISTRIBUCION;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-11-15;9999-01-02;2024-11-27;6373bb6121ae3200735071;2022-11-15;2022-11-15;2024-10-18;;2022-11-15;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala de UPS;;UPS1.BUA1-A;ARTTBUA_SEA0001_UPS_A1;559448;10.217.13.67;Operativo;EATON;93PR;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5f20312128e47;2020-07-28;2020-07-28;2022-08-25;;2021-04-15;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala de UPS;;UPS2.BUA1-B;ARTTBUA_SEA0001_UPS_B1;559463;10.217.13.68;Operativo;EATON;93PR;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5f2031ad2791a;1969-12-31;2020-08-04;2022-08-25;;2021-04-15;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala Objetivo;;POD 5;ARTTBUA_SOB0001_AIX_X1_BD09;495762;10.217.13.73;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ebb122e64854;1969-12-31;2020-05-12;2024-02-09;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala Objetivo;;POD 5;ARTTBUA_SOB0001_AIX_X2_BG09;495763;10.217.13.74;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ebb12bc007c8;1969-12-31;2020-05-12;2024-02-09;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala Objetivo;;POD 5;ARTTBUA_SOB0001_AIX_X3_BC04;495764;10.217.13.75;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ebb141df0014;1969-12-31;2020-05-12;2024-02-09;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala Objetivo;;POD 5;ARTTBUA_SOB0001_AIX_X4_BH04;495765;10.217.13.76;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ebb14e8c654b;1969-12-31;2020-05-12;2024-02-09;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BUA;ARTTBUA;BUENOS AIRES;Sala Objetivo;;POD 5;ARTTBUA_SOB0001_AKC_1_BB09_21;1033643;10.217.13.66;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;618d23ef88dd2522554239;2021-11-11;2021-11-11;2024-08-29;;1900-01-02;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
BVI;ARXXBVI;BELL VILLE;Sala de Rack 1;;;ARXXBVI-SRG0201_VMC_1;1485609;10.100.190.162;Operativo;MITSUBISHI;AE-200A;VRV MODULO CONTROLADOR;REFRIGERACION EXPANSION DIRECTA VRV;CLIMATIZACION;ENTORNO DE RED;0;0;2024-10-30;9999-01-02;2024-11-27;67223aa0e1fa6318198526;2024-10-30;2021-06-06;2024-11-08;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BVI;ARXXBVI;BELL VILLE;Sala Energía;;;ARXXBVI_SEA0001_B1;1248826;10.100.190.166;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2023-01-30;9999-01-02;2024-11-27;63d7e10fdf193252450554;2023-01-30;2022-01-01;2024-08-19;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BVI;ARXXBVI;BELL VILLE;Sala Energía;;;ARXXBVI_SEA0001_TTA_A1_EXE_1;682363;10.100.190.163;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fe0b3e46b48a;2020-12-21;2020-12-21;2024-09-03;;2022-10-06;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BVI;ARXXBVI;BELL VILLE;Sala Energía;;UPS;ARXXBVI_SEA0001_UPS_A1;240599;10.100.190.167;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b630db355a72;1969-12-31;2020-10-29;2023-03-08;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
BVL;ARBBBVL;BOLIVAR;Sala TX y Energia;;;ARBBBVL_SEA0001_TTA_EXE;1034348;10.217.10.7;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;61939817ac401761866309;2021-11-16;2021-09-09;2024-08-08;;2022-08-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
BVL;ARBBBVL;BOLIVAR;Sala TX y Energia;;;ARBBBVL_SEA0001_UPS_A;46813;10.217.10.6;Operativo;VERTIV;Liebert APM 150;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b4190b2a1;1969-12-31;2019-09-18;2024-06-27;;2022-08-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
BVL;ARBBBVL;BOLIVAR;Shelter Objetivo - PB;;;ARBBBVL_SOB0001_AKC_1_BZ05;1007833;10.217.10.2;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;612fe94ad1320087521532;2021-09-01;2021-09-01;2021-11-15;;2021-11-15;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;41 PBA CENTRO
BZA;ARBBBZA;BERAZATEGUI;Sala de Energía A;;;ARBBBZA_SEA0001_TTA_A1_EXE_1;682320;10.100.170.18;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fe0b3de7973b;2020-12-21;2020-12-21;2022-10-06;2020-12-25;2022-10-06;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
BZA;ARBBBZA;BERAZATEGUI;Sala de Energía A;;;ARBBBZA_SEA0001_UPS_A1;8818;10.100.170.4;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b3fbc774e;2016-06-24;2016-06-24;2024-05-27;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
BZA;ARBBBZA;BERAZATEGUI;Sala de Energía B;;UPS_B_BERAZATEGUI;ARBBBZA_SEB0001_UPS_B1;8819;10.100.170.5;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b3fbc7bfb;2016-06-24;2016-06-24;2021-06-08;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
BZA;ARBBBZA;BERAZATEGUI;Sala de Rack 1;;Fila BD;ARBBBZA_SOB0001_AKC_1_AC11;7868;10.100.170.3;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b3faed1aa;2019-08-21;2019-08-21;2021-06-08;2020-11-20;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAD;ARSSCAD;CASILDA;Sala de Energia A;;;ARSSCAD_SEA0001_UPS_A1;478193;10.100.186.6;Operativo;SCHNEIDER;Symmetra PX 160 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5e66624be4b24;2020-03-09;2020-03-09;2024-10-30;;2020-12-11;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
CAD;ARSSCAD;CASILDA;Sala de Grupo;;;ARSSCAD_SGA0001_GEN_A1_MGC_1;253722;10.100.186.5;Operativo;CETEC;CJD-66-ESA;GRUPO ELECTROGENO CABINADO;GRUPO ELECTROGENO;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b902642c9317;1969-12-31;2018-09-05;2024-02-07;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
CAD;ARSSCAD;CASILDA;Sala de Rack 1;;;ARSSCAD_Sala_de_Rack_1_AIX_1;1405675;10.100.186.10;Operativo;CLIMAVENETA;CRCX-I 0121;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2024-01-25;9999-01-02;2024-11-27;65b277aec2703399485707;2024-01-25;2019-11-01;2024-08-28;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
CAD;ARSSCAD;CASILDA;Sala de Rack 1;;;ARSSCAD_Sala_de_Rack_1_AIX_2;1405674;10.100.186.9;Operativo;CLIMAVENETA;CRCX-I 0121;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2024-01-25;9999-01-02;2024-11-27;65b277539bcba358062576;2024-01-25;2019-11-01;2024-08-28;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
CAD;ARSSCAD;CASILDA;Sala de Rack 1;;;ARSSCAD_Sala_de_Rack_1_PCC_X1;1485563;10.100.186.7;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2024-10-30;9999-01-02;2024-11-27;67222f7e2ca0f243512688;2024-10-30;2015-10-23;2024-10-30;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
CAG;ARGGCAG;CAMPO GALLO;SRG0001;;;ARGGCAG_SRG0001_REC_F53-16_1_A1;1474524;10.217.254.20;Operativo;EATON;APS6-300-500 12 kW - Mod 2000 W;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2024-09-18;9999-01-02;2024-11-27;66eac13b34735777903840;2024-09-18;2000-08-01;2024-09-18;;1900-01-02;EDIFICIO HUB;SANTIAGO DEL ESTERO;2 MEDITERRANEA;82 TUCUMAN Y SCL
CAL;ARBBCAL;RAFAEL CALZADA;Sala de Energía A;;;ARBBCAL_SEA0001_TTA_A1_EXE_1;682332;10.100.173.5;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fe0b3e0b082f;2020-12-21;2020-12-21;2022-10-06;2020-12-25;2022-10-06;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAL;ARBBCAL;RAFAEL CALZADA;Sala de Energía A;;UPS_A_RAFAEL_CALZADA;ARBBCAL_SEA0001_UPS_A1;19930;10.100.173.4;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b40582d7d;2016-08-04;2016-08-04;2021-06-08;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAL;ARBBCAL;RAFAEL CALZADA;Sala de Energía A;;UPS_B_RAFAEL_CALZADA;ARBBCAL_SEA0001_UPS_B1;46789;10.100.173.20;Operativo;Legrand;Archimod HE 120 KVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b419046f2;2016-10-20;2016-10-20;2021-06-08;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAL;ARBBCAL;RAFAEL CALZADA;Sala de Rack 1;;Fila MD;ARBBCAL_SOB0001_AIX_X1_AG06;232560;10.100.173.43;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b3a3665783bf;1969-12-31;2020-05-04;2024-02-09;;2022-03-30;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAL;ARBBCAL;RAFAEL CALZADA;Sala de Rack 1;;Fila MD;ARBBCAL_SOB0001_AIX_X2_AE06;494309;10.100.173.44;Operativo;Emerson;CR025;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5eafffa6ed34b;1969-12-31;2020-05-04;2024-02-09;;2022-03-30;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAL;ARBBCAL;RAFAEL CALZADA;Sala de Rack 1;;Fila BD;ARBBCAL_SOB0001_AKC_1_AI03;18506;10.100.173.8;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b4050afdd;2019-07-17;2019-07-17;2021-06-08;2020-11-20;1900-01-02;EDIFICIO HUB;BUENOS AIRES;1 AMBA;14 GBA SUR
CAM;ARBBCAM;CAMPANA;Sala Objetivo - PB;;Sist AA INROW;ARBBCAM_SOB0001_AIX_X3;494310;10.100.160.69;Operativo;Emerson;CR035;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5eb06e025d6dd;1969-12-31;2020-05-04;2024-02-09;;2022-03-29;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
CAM;ARBBCAM;CAMPANA;Sala Objetivo - PB;;;ARBBCAM_SOB0001_UPS_A;1372675;10.100.160.73;Operativo;VERTIV;Liebert APM 150;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2023-11-16;9999-01-02;2024-11-27;655635b0b07cd926944166;2023-11-16;2015-01-01;2024-01-30;;1900-01-02;EDIFICIO HUB;BUENOS AIRES;4 PBA Y PATAGONIA;42 PBA NORTE
