SITIO;PROYECTADO;NOMBRE;NOMBRE ZONA;NOMBRE SALA;Filas Nombre;DISPOSITIVO;Dispositivo ID;IP;Estado;MARCA;MODELO;Clase;Agrupador;Función;Contexto;Parent;Vigencia Baja;Vigencia Fecha Desde Date;Vigencia Fecha Hasta Date;Fecha Foto Date;Assettag;Fecha Carga Date;Fecha Instalación Date;Fecha Ultima Modificación Date;Fecha Descubrimiento Date;Fecha Auditoría Date;CLASIFICACION EDIFICIO;PROVINCIA;REGION;SUB REGION
ACB;ARSSACB;ACEBAL;Sala de Fuerza;;;ACB_SEA00_AKCP_1;1328978;10.217.39.29;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2023-09-07;9999-01-02;2024-11-27;64f9d58ebc96e415489272;2023-09-07;2023-06-09;2024-11-21;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
ACB;ARSSACB;ACEBAL;Sala de Fuerza;;;ACB_SEA00_INV_X1_RMM_2;1435409;10.250.250.1;Operativo;CE+T;Bravo 10;INVERSOR SWITCHING CHASIS;INVERSOR;ENERGIA;ENTORNO DE RED;0;0;2024-05-22;9999-01-02;2024-11-27;664df97fea9b8698898180;2024-05-22;2024-05-20;2024-05-22;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;33 LITORAL SUR
ACC;ARSSACC;SAN CARLOS CENTRO;Sala de Energía A;;;ARSSACC_SEA0001_TTA_A1_EXE_1;860643;10.100.187.99;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6096f7ef72a50;2021-05-08;2021-05-08;2024-06-03;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;32 LITORAL CENTRO
ACC;ARSSACC;SAN CARLOS CENTRO;Sala de Energía A;;;ARSSACC_SEA0001_UPS_A1;569616;10.100.187.102;Operativo;Legrand;Trimod 30 kVA;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5f6265f5c1156;1969-12-31;2020-09-16;2024-05-28;;2021-04-08;EDIFICIO HUB;SANTA FE;3 LITORAL;32 LITORAL CENTRO
ACC;ARSSACC;SAN CARLOS CENTRO;Sala Discover;;;ARSSACC_SOB0001_REC_AJ05_A1;860644;192.168.150.175;Operativo;ENATEL;PSC04020120-000;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6096fb54d25fc;2021-05-08;2021-05-08;2021-06-08;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;32 LITORAL CENTRO
ACC;ARSSACC;SAN CARLOS CENTRO;Sala de Rack 1;;Fila de Aire;ARSSACC_SR1_FA_AA_VMC01;1227489;10.100.187.104;Operativo;MITSUBISHI;AE-200A;VRV MODULO CONTROLADOR;REFRIGERACION EXPANSION DIRECTA VRV;CLIMATIZACION;ENTORNO DE RED;0;0;2022-11-25;9999-01-02;2024-11-27;63810d1bc7aaa528137534;2022-11-25;2022-11-25;2024-11-06;;1900-01-02;EDIFICIO HUB;SANTA FE;3 LITORAL;32 LITORAL CENTRO
ACD;ARXXACD;ALTA CORDOBA;Sala de Energía 1 PB;;ARXXACD_SEA0001_UPS_A1;ARXXACD_SEA0001_UPS_A1;1144668;10.217.7.133;Operativo;SCHNEIDER;Symmetra PX 160 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62b5fd168d9a6454484453;2022-06-24;2022-06-24;2022-10-26;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala de Energia 3 PB;;;ARXXACD_SEA0003_REC_A1;1154859;10.217.7.142;Operativo;ELTEK;Chasis Sistema rectificador 4200 A con distribución;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62c595374ee07155565727;2022-07-06;2022-07-06;2024-10-21;;2022-08-16;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala de Energía 2 PB;;ARXXACD_SEB0001_UPS_B1;ARXXACD_SEB0001_UPS_B1;1144678;10.217.7.134;Operativo;SCHNEIDER;Symmetra PX 160 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62b603a72b366777713917;2022-06-24;2022-06-24;2022-10-26;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala Objetivo;;POD 4;ARXXACD_SOB0001_AKC_1_AQ10_30;1333742;10.217.7.130;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2023-09-24;9999-01-02;2024-11-27;651050a6e6c58491700809;2023-09-24;2022-01-01;2024-01-03;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala Objetivo;;POD 4;ARXXACD_SOB0001_ECC800_1;1333769;10.217.7.135;Operativo;Huawei;ECC800;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2023-09-24;9999-01-02;2024-11-27;65105a79f2d1a549029031;2023-09-24;2022-01-01;2024-07-31;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala Objetivo;;POD 4;ARXXACD_SOB0101_AIX_X1_AL16;1026420;10.217.7.136;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;61771112531f1728616966;2021-10-25;2022-01-14;2024-07-31;;2022-07-08;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala Objetivo;;POD 4;ARXXACD_SOB0101_AIX_X2_AL11;1026421;10.217.7.137;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6177116b7cfc4268617600;2021-10-25;2022-01-14;2024-07-31;;2022-07-08;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala Objetivo;;POD 4;ARXXACD_SOB0101_AIX_X3_AQ15;1026422;10.217.7.138;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;617712497a169417010977;2021-10-25;2022-01-14;2024-07-31;;2022-07-08;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACD;ARXXACD;ALTA CORDOBA;Sala Objetivo;;POD 4;ARXXACD_SOB0101_AIX_X4_AQ12;1026688;10.217.7.139;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6177e8bd03ffe552556831;2021-10-26;2022-01-14;2024-07-31;;2022-07-08;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;22 GRAN CORDOBA
ACN;ARTTACN;ACCESO NORTE (TUCUMAN);SALA DE FUERZA;;;ARTTACN_SEA0001_REC1_A1;1144129;10.217.5.226;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62b45795100cf139829582;1900-01-02;2022-06-23;2024-08-29;;2022-06-23;EDIFICIO HUB;TUCUMAN;2 MEDITERRANEA;82 TUCUMAN Y SCL
AES;ARSSAES;AEROPUERTO;Sala Grupo Electrógeno;;;ARSSAES_SGA0001_GEN_A1;28922;10.217.5.218;Operativo;SULLAIR;C150 D5 4;GRUPO ELECTROGENO CABINADO;GRUPO ELECTROGENO;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b40e190d5;2016-09-13;2016-09-13;2024-05-16;;2020-07-22;EDIFICIO HUB;SANTA FE;3 LITORAL;34 GRAN ROSARIO
AFE;ARXXALM;ALMAFUERTE;Sala de Equipos PB;;;ARXXALM_SRG0001_REC_50-00_A1;1270423;10.217.39.170;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2023-03-21;9999-01-02;2024-11-27;641a0a8c75a21251160259;2023-03-21;2015-02-21;2024-10-05;;2023-03-21;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
AGO;ARXXAGO;AGUA DE ORO;Sala Gabinete Tx PTN;;;ARXXAGO_SRG0001_REC_1;1025280;10.217.18.10;Operativo;EATON;APS 3;RECTIFICADOR SWITCHING CHASIS;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;616daf3521860449675711;2021-10-18;2010-02-01;2024-08-05;;2021-10-18;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;21 MEDITERRANEA NORTE
AGU;ARCCAGU;AGUERO;Sala UPS A y B - 1°SS;;ARCCAGU_UPS_A;ARCCAGU_SEA1S01_UPS_A1;1135677;10.217.7.197;Operativo;Huawei;5000-S 300 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;628fa51d35d10281386861;2022-05-26;2022-01-03;2023-03-08;;2022-05-26;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala de Energia;;Fila de Aire;ARCCAGU_SEA1S01_VMC_1;1232866;10.217.22.2;Operativo;MITSUBISHI;AE-200A;VRV MODULO CONTROLADOR;REFRIGERACION EXPANSION DIRECTA VRV;CLIMATIZACION;ENTORNO DE RED;0;0;2022-12-13;9999-01-02;2024-11-27;639871e556f4f818796471;2022-12-13;2022-12-13;2022-12-13;;2022-12-13;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 1;ARCCAGU_SOB0101_AIX_X1_AC04;1027353;10.217.7.199;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;617995f623b88719772182;2021-10-27;2021-07-01;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 1;ARCCAGU_SOB0101_AIX_X2_AH04;1027354;10.217.7.200;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;61799794e75bc826467660;2021-10-27;;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 1;ARCCAGU_SOB0101_AIX_X3_AD09;1027355;10.217.7.201;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;617998134c2a2225209486;2021-10-27;2023-03-01;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 1;ARCCAGU_SOB0101_AIX_X4_AG09;1027356;10.217.7.202;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6179986ee7b69525852750;2021-10-27;2023-03-09;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 2;ARCCAGU_SOB0101_AIX_X5_AC12;1027357;10.217.7.206;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;617998bcc8db9412251872;2021-10-27;2023-01-03;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 2;ARCCAGU_SOB0101_AIX_X6_AH12;1027358;10.217.7.207;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;617998facca45424719206;2021-10-27;2023-01-03;2024-01-02;;2023-03-08;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 2;ARCCAGU_SOB0101_AIX_X7_AD17;1027359;10.217.7.208;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6179996dbee56052646714;2021-10-27;2023-01-03;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 2;ARCCAGU_SOB0101_AIX_X8_AG17;1027360;10.217.7.209;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;617999b8ceae6792521781;2021-10-27;2023-01-03;2024-01-02;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 2;ARCCAGU_SOB0101_AKC_1_AI17_11;1232889;10.217.7.205;Operativo;Huawei;ECC800;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-12-13;9999-01-02;2024-11-27;639888b814302881026985;2022-12-13;2022-12-13;2023-08-31;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 1;ARCCAGU_SOB0101_AKC_AI09_17;1404110;10.217.22.5;Operativo;Huawei;ECC800;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2024-01-17;9999-01-02;2024-11-27;65a81678753b9487924134;2024-01-17;2023-01-12;2024-01-17;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala Objetivo - 1°P;;POD 2;ARCCAGU_SOB0101_AKC_AI17_14;886005;10.217.7.194;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;60dc70e2be35a468519473;2021-06-30;2021-06-30;2023-04-18;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AGU;ARCCAGU;AGUERO;Sala UPS A y B - 1°SS;;ARCCAGU_UPS_B;ARCCAGU_UPS_B;1135678;10.217.7.198;Operativo;Huawei;5000-S 300 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;628fa679945bb925881629;2022-05-26;2022-01-03;2022-06-27;;2022-05-26;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
AIR;ARFFAIR;AicuNIa Rep.;sala general;;;ARFFAIR_SEA0001_PCC_A1;400507;10.124.146.254;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 200 A;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5d8b41b51641c;1969-12-31;1969-12-31;2024-08-16;;1900-01-02;EDIFICIO HUB;LA RIOJA;2 MEDITERRANEA;82 SCL
ALJ;ARXXALJ;ALEJO LEDESMA;FUERZA;;;ARXXALJ_SRG0000_PCC_A1;1433339;10.217.45.82;Operativo;ELTEK;CHASIS SISTEMA RECTIFICADOR 1400 A CON DISTRIBUCION;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2024-05-10;9999-01-02;2024-11-27;663e3296f0973447147134;2024-05-10;1969-12-31;2024-10-21;;1900-01-02;EDIFICIO HUB;CORDOBA;2 MEDITERRANEA;23 MEDITERRANEA SUR
ALM;ARCCALM;ALMAGRO;Sala de Energía A;;;ARCCALM_SEA0001_TTA_A1_EXE_1;682313;10.100.168.31;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5fe0b3ddaca10;2020-12-21;2020-12-21;2024-01-19;;2022-10-06;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;Sala de Energía A;;;ARCCALM_SEA0001_UPS_A1;25059;10.100.168.29;Operativo;SCHNEIDER;Symmetra PX 160 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b40be7333;2016-08-30;2019-05-17;2024-08-28;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;Sala de Energía B;;;ARCCALM_SEA0001_UPS_B1;1240685;10.100.168.30;Operativo;SCHNEIDER;Symmetra PX 160 kW;UPS MODULAR CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2023-01-05;9999-01-02;2024-11-27;63b6dbbca2e20456561333;2023-01-05;2022-08-18;2024-08-28;;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;2° Piso Sala de Rack 1;;Fila BD;ARCCALM_SOB0001_AKC_1_AK12;24720;10.100.168.24;Operativo;AKCP;SECURITYPROBE 5ES;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5b19b40bab4cc;2019-09-02;2019-09-02;2021-06-08;2020-11-20;1900-01-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;1° Piso Sala Objetivo;;POD 1;ARCCALM_SOB0101_AIX_X1_AD04;1026397;10.217.6.3;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6176e6327e30b284421759;2021-10-25;2023-02-01;2024-10-29;;2024-10-29;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;1° Piso Sala Objetivo;;POD 1;ARCCALM_SOB0101_AIX_X2_AD08;1026402;10.217.6.4;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6176ea968a657962440037;2021-10-25;2023-02-01;2024-10-29;;2023-02-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;1° Piso Sala Objetivo;;POD 1;ARCCALM_SOB0101_AIX_X3_AI05;1026406;10.217.6.5;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6176ec90e165c471840461;2021-10-25;2023-02-01;2024-10-29;;2023-02-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;1° Piso Sala Objetivo;;POD 1;ARCCALM_SOB0101_AIX_X4_AI08;1026405;10.217.6.6;Operativo;Huawei;NetCol 5000 A-050H;IN ROW DX;REFRIGERACION EXPANSION DIRECTA;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;6176ebed579e6147950400;2021-10-25;2023-02-01;2024-10-29;;2023-02-02;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;1° Piso Sala Objetivo;;POD 1;ARCCALM_SOB0101_AKC_AI04_9;1192585;10.217.6.2;Operativo;Huawei;ECC800;MODULO PRINCIPAL DE MONITOREO;CONTROL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-31;9999-01-02;2024-11-27;630fbdd6db5c4409988324;2022-08-31;2023-02-01;2024-01-02;;2022-08-31;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;2° Piso Sala de Rack 1;;;ARCCALM_SOB0201_APX_X1;535251;10.100.168.49;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ee23dedd9607;1969-12-31;2020-06-11;2024-10-29;;2021-03-25;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;2° Piso Sala de Rack 1;;;ARCCALM_SOB0201_APX_X2;535252;10.100.168.50;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ee241719bb80;1969-12-31;2020-06-11;2024-10-29;;2021-03-25;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;2° Piso Sala de Rack 1;;;ARCCALM_SOB0201_APX_X3;535254;10.100.168.52;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ee24f82ea270;1969-12-31;2020-06-11;2024-10-29;;2021-03-25;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;2° Piso Sala de Rack 1;;;ARCCALM_SOB0201_APX_X4;535255;10.100.168.60;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ee252752a190;1969-12-31;2020-06-11;2024-10-29;;2021-03-25;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALM;ARCCALM;ALMAGRO;2° Piso Sala de Rack 1;;;ARCCALM_SOB0201_APX_X5;535253;10.100.168.51;Operativo;SCHNEIDER;IDAV0601A;AIRE ACONDICIONADO EXPANSION DIRECTA EXPANSOR;AIRE ACONDICIONADO;CLIMATIZACION;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5ee24d9735307;1969-12-31;2020-06-11;2024-10-29;;2021-03-25;EDIFICIO HUB;CAPITAL FEDERAL;1 AMBA;15 CAPITAL SUR
ALN;ARRRALN;ALLEN;Patio Externo;;;ARRRALN_PEX0001_GEN_A1_EXE_1;1184575;192.168.97.60;Operativo;Exemys;SSE232;MODULO DE MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL AMBIENTAL;MONITOREO Y CONTROL;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;62ed4a29da5f8672895713;2022-08-05;2022-08-05;2024-07-26;;2022-10-06;EDIFICIO HUB;RIO NEGRO;4 PBA Y PATAGONIA;45 PATAGONIA
ALN;ARRRALN;ALLEN;Sala Objetivo - PB;;;ARRRALN_SEA0001_UPS_A1;864422;192.168.97.33;Operativo;ABLEREX;MSII 6000C;UPS SWITCHING CHASIS;UPS;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;60a41ab3e2dae737890696;2021-05-18;2021-05-18;2024-09-13;;2021-07-06;EDIFICIO HUB;RIO NEGRO;4 PBA Y PATAGONIA;45 PATAGONIA
AMG;ARFFAMG;AMINGA;Sector Genérico;;;PCC1.AMG1;399884;10.217.45.186;Operativo;EATON;DV2 A20;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-08-25;9999-01-02;2024-11-27;5d8b41905b74b;1969-12-31;2020-10-02;2024-10-31;;1900-01-02;EDIFICIO HUB;LA RIOJA;2 MEDITERRANEA;82 TUCUMAN Y SCL
ANA;ARGGANA;A?ATUYA;Sala de Conmutación;;Rectificador ZTE;ARGGANA_SRG0001_REC_1;1213108;10.217.5.210;Operativo;ZTE;PRCC 2800 A;RECTIFICADOR SWITCHING STANDALONE INDOOR;RECTIFICADOR;ENERGIA;ENTORNO DE RED;0;0;2022-10-18;9999-01-02;2024-11-27;634eb7f806c4f768923280;2022-10-18;2022-10-18;2024-09-18;;1900-01-02;EDIFICIO HUB;SANTIAGO DEL ESTERO;2 MEDITERRANEA;82 TUCUMAN Y SCL
